Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,accurately,Available options should represent the state of your system accurately
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,only,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,Additionally,"Name, username and password are accepted. Additionally, the continue button is enabled"
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,completely,The installer's slideshow slides are completely localized
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads into FAMILY
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,fully,"For any language, the system has to be fully localized. Note: the translation coverage of some languages might not be complete"
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,adverb of manner,verification,correctly,If you are using one of the above languages the calendar shows the regional settings correctly
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,verb + indefinite determiner,action,press any,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1312_Non-English Installation No Network,0,Ambiguous Test,verb + indefinite determiner,action,using a,Boot up the iso using a CD/DVD or USB Key to a Live Session
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer should skip to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,When,"When the installer is installing the language packs, disconnect the Internet"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,"If you aren't using Bengali (bn), German (de), English (en), Spanish (es), French(fr), Portuguese (pt) or Xhosa (xh) a pop up appears showing saying your language support is not complete"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,If you are using one of the above languages the calendar shows the regional settings correctly
../testcases/image/1313_Installation Broken Internet,0,Eager Action,multiple actions,action,"[Select, and click, on continue]",Select your keyboard layout and click on continue
../testcases/image/1313_Installation Broken Internet,0,Eager Action,multiple actions,action,"[Note, and install]",Note the state of the 'Erase disk and install FAMILY' radio button
../testcases/image/1313_Installation Broken Internet,0,Eager Action,multiple actions,action,"[Click, should read, 'Install]","Click on the continue button (if there is only one hard disk in the system, the button should read 'Install now')"
../testcases/image/1313_Installation Broken Internet,0,Eager Action,multiple actions,action,"[, skip, screen verify]","If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1313_Installation Broken Internet,0,Eager Action,multiple actions,action,"[Select, and click]","Select your timezone, and click on the continue button"
../testcases/image/1313_Installation Broken Internet,0,Unverified Action,,action,,"When the installer is installing the language packs, disconnect the Internet"
../testcases/image/1313_Installation Broken Internet,0,Misplaced Action,,verification,Note,"For any language, the system has to be fully localized. Note: the translation coverage of some languages might not be complete"
../testcases/image/1313_Installation Broken Internet,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1313_Installation Broken Internet,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1313_Installation Broken Internet,0,Misplaced Verification,verification performed,action,Verify,Verify that your system is localized
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,action,only,"Click on the continue button (if there is only one hard disk in the system, the button should read 'Install now')"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,action,only,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads the installer displaying Welcome dialog with language selection and 'Try FAMILY' and 'Install FAMILY' buttons
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,accurately,Available options should represent the state of your system accurately
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,only,"If there is only one hard disk, the installer should skip to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,Additionally,"Name, username and password are accepted. Additionally, the continue button is enabled"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads into FAMILY
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,fully,"For any language, the system has to be fully localized. Note: the translation coverage of some languages might not be complete"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,adverb of manner,verification,correctly,If you are using one of the above languages the calendar shows the regional settings correctly
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,verb + indefinite determiner,action,press any,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1313_Installation Broken Internet,0,Ambiguous Test,verb + indefinite determiner,action,using a,Boot up the iso using a CD/DVD or USB Key to a Live Session
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Conditional Test Logic,dependent clause,action,Once,Once Ubiquity starts click on Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished choose to Restart the system now
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[Select, and click]",Select the same non English language from the list and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[Check, or alter, alter click]",Check your keyboard layout is correct or alter click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[and use, and click]",Select Erase and use the entire disk and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[Select, and click]",Select your timezone and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[Check, and click]",Check the details are correct on the final page and click Install
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Eager Action,multiple actions,action,"[Allow, and login]",Allow the machine to reboot and login
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Boot up the image
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Select the Install FAMILY option
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Once Ubiquity starts click on Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Select the same non English language from the list and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Check your keyboard layout is correct or alter click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Select Erase and use the entire disk and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Select your timezone and click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Input your initial user details and password (Note admin can not be used it is a dedicated Linux User)
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Tick Log in automatically and click on Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Check the details are correct on the final page and click Install
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Once the installer has finished choose to Restart the system now
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Remove the disc and press Enter
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Allow the machine to reboot and login
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Unverified Action,,action,,Check that the calendar shows the regional settings correctly (Note: only in languages on the list above)
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Misplaced Verification,verification performed,action,Check,Check your keyboard layout is correct or alter click Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Misplaced Verification,verification performed,action,Check,Check the details are correct on the final page and click Install
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Misplaced Verification,verification performed,action,Verify,Verify that your system is localized:
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Misplaced Verification,verification performed,action,Check,Check that the calendar shows the regional settings correctly (Note: only in languages on the list above)
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Ambiguous Test,adverb of manner,action,automatically,Tick Log in automatically and click on Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Ambiguous Test,adverb of manner,action,correctly,Check that the calendar shows the regional settings correctly (Note: only in languages on the list above)
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Ambiguous Test,adverb of manner,action,only,Check that the calendar shows the regional settings correctly (Note: only in languages on the list above)
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Ambiguous Test,verb + indefinite determiner,action,Select a,Select a non-English language and press Enter
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,verification,Once,"Once the live session has started, verify that the system is localized to the previously selected language"
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,action,Once,Once Ubiquity starts click on Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished choose to Restart the system now
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Eager Action,multiple actions,action,"[Select, and click]",Select the same non English language from the list and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Eager Action,multiple actions,action,"[Check, or alter, alter click]",Check your keyboard layout is correct or alter click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Eager Action,multiple actions,action,"[and use, and click]",Select Erase and use the entire disk and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Eager Action,multiple actions,action,"[Select, and click]",Select your timezone and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Eager Action,multiple actions,action,"[Check, and click]",Check the details are correct on the final page and click Install
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Boot up the image
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Double click on the Install icon
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Once Ubiquity starts click on Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Select the same non English language from the list and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Check your keyboard layout is correct or alter click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Select Erase and use the entire disk and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Select your timezone and click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Input your initial user details and password Note admin can not be used it is a dedicated Linux User
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Tick Log in automatically and click on Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Check the details are correct on the final page and click Install
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Once the installer has finished choose to Restart the system now
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Remove the disc and press Enter
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Allow the machine to reboot
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Unverified Action,,action,,Check that the calendar shows the regional settings correctly
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Misplaced Action,,verification,Note,"For any language, the system has to be fully localized. Note: the translation coverage of some languages might not be complete"
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Misplaced Verification,verification performed,action,Check,Check your keyboard layout is correct or alter click Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Misplaced Verification,verification performed,action,Check,Check the details are correct on the final page and click Install
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Misplaced Verification,verification performed,action,Verify,Verify that your system is localized:
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Misplaced Verification,verification performed,action,Check,Check that the calendar shows the regional settings correctly
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Ambiguous Test,adverb of manner,action,automatically,Tick Log in automatically and click on Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Ambiguous Test,adverb of manner,action,correctly,Check that the calendar shows the regional settings correctly
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Ambiguous Test,adverb of manner,verification,previously,"Once the live session has started, verify that the system is localized to the previously selected language"
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Ambiguous Test,adverb of manner,verification,fully,"For any language, the system has to be fully localized. Note: the translation coverage of some languages might not be complete"
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Ambiguous Test,verb + indefinite determiner,action,Select a,Select a non-English language and press Enter
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished click the Restart now button.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Eager Action,multiple actions,action,"[Check, or alter, and click, click Continue]",Check if your keyboard layout is correct or alter and click Continue.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Eager Action,multiple actions,action,"[, select, and install, and click]","On the 'Installation type' screen, select Erase disk and install Ubuntu, and click Install Now."
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Eager Action,multiple actions,action,"[Select, and click]",Select your timezone and click Continue.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Eager Action,multiple actions,action,"[Verify, /!\ Note, Note]","Verify that your system is localized. For any language, the system has to be fully localized. /!\ Note: the translation coverage of some languages might not be complete."
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Input your initial user details and password. /!\ Note admin can not be used. It is a dedicated Linux User.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Check that the installer's slides are localized.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Once the installer has finished click the Restart now button.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Remove the disc and press Enter.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Allow the machine to reboot.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,"Verify that your system is localized. For any language, the system has to be fully localized. /!\ Note: the translation coverage of some languages might not be complete."
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Unverified Action,,action,,Check that the calendar shows the regional settings correctly.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Type,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Keep,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,verification performed,action,Check,Check if your keyboard layout is correct or alter and click Continue.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,verification performed,action,Check,Check that the installer's slides are localized.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,verification performed,action,Verify,"Verify that your system is localized. For any language, the system has to be fully localized. /!\ Note: the translation coverage of some languages might not be complete."
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,verification performed,action,Verify,Verify that the input method works correctly.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,verification performed,action,Check,Check that the calendar shows the regional settings correctly.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Verification,SUT state declaration,action,"[installer, has, finished]",Once the installer has finished click the Restart now button.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,action,automatically,Tick Log in automatically and click on Continue.
